953.279	19587.7449
959.192	17403.16045
965.105	15858.11166
971.017	15369.83518
976.929	15977.62387
982.842	17659.34163
988.754	20370.13808
994.666	24144.67361
1000.578	28726.13881
1006.49	34011.64356
1012.401	39712.17613
1018.313	45404.81242
1024.224	50842.19488
1030.136	55684.20579
1036.047	59327.61897
1041.958	61736.17024
1047.869	62655.54078
1053.78	62048.80701
1059.691	59964.51485
1065.601	56750.43363
1071.512	52710.75068
1077.422	48415.67514
1083.332	44080.89068
1089.242	39888.82878
1095.152	36165.11162
1101.062	33162.3646
1106.972	31060.02697
1112.882	29872.68217
1118.791	29570.37319
1124.701	29786.91303
1130.61	29739.54027
1136.519	28210.74888
1142.428	25268.86799
1148.337	23037.33611
1154.246	22827.21821
1160.154	24019.67558
1166.063	25514.13985
1171.971	27103.22066
1177.88	28477.87632
1183.788	29412.07569
1189.696	29863.723
1195.604	30127.37765
1201.512	30423.98359
1207.42	30794.241
1213.327	31305.81308
1219.235	31802.11335
1225.142	31908.39412
1231.049	30863.55865
1236.957	27665.71448
1242.864	23808.82885
1248.77	22044.13851
1254.677	22682.65558
1260.584	24241.27846
1266.49	25211.78627
1272.397	25195.32078
1278.303	24337.65584
1284.209	23003.25089
1290.115	21334.86036
1296.021	19489.24759
1301.927	17605.27712
1307.833	15706.65507
1313.738	13917.51712
1319.644	12262.22916
1325.549	10774.46669
1331.454	9626.30582
1337.359	8784.36156
1343.264	8225.75501
1349.169	7971.82723
1355.074	7878.9611
1360.978	7826.53247
1366.883	7841.04482
1372.787	7877.36023
1378.692	7948.78929
1384.596	8107.65019
1390.5	8273.96633
1396.404	8427.3283
1402.307	8593.76217
1408.211	8751.52067
1414.115	8887.22927
1420.018	9029.58918
1425.921	9115.76483
1431.824	9148.94694
1437.728	9197.62328
1443.63	9180.37195
1449.533	9155.06852
1455.436	9130.86033
1461.339	9099.79961
1467.241	9033.10237
1473.143	8965.23728
1479.046	8882.3417
1484.948	8784.34416
1490.85	8676.0959
1496.751	8526.35159
1502.653	8359.75626
1508.555	8133.50561
1514.456	7852.04215
1520.358	7494.99642
1526.259	7138.48306
1532.16	6744.59054
1538.061	6317.33315
1543.962	5962.22341
1549.863	5666.97664
1555.763	5425.1677
1561.664	5262.47305
1567.564	5150.9399
1573.465	5133.59254
1579.365	5136.81145
1585.265	5169.92291
1591.165	5254.55599
1597.065	5333.27484
1602.964	5408.51512
1608.864	5496.80762
1614.763	5591.41867
1620.663	5660.59019
1626.562	5697.44726
1632.461	5743.24925
1638.36	5709.6112
1644.259	5719.56512
1650.158	5653.50768
1656.056	5560.6877
1661.955	5433.98994
1667.853	5302.33696
1673.751	5182.8161
1679.649	5016.04344
1685.547	4868.12123
1691.445	4725.92969
1697.343	4600.46294
1703.241	4487.2309
