953.279	2944.50064
959.192	2935.32081
965.105	2935.06002
971.017	2948.86455
976.929	2928.48811
982.842	2940.17151
988.754	2916.005
994.666	2939.87595
1000.578	2933.53005
1006.49	2939.38914
1012.401	2943.54441
1018.313	2925.86283
1024.224	2917.67405
1030.136	2937.37236
1036.047	2928.83583
1041.958	2938.88494
1047.869	2925.88021
1053.78	2918.57811
1059.691	2942.65772
1065.601	2928.17516
1071.512	2910.87616
1077.422	2935.99886
1083.332	2927.06246
1089.242	2925.86283
1095.152	2932.41734
1101.062	2934.43412
1106.972	2931.89576
1112.882	2934.5906
1118.791	2924.159
1124.701	2916.97861
1130.61	2924.12423
1136.519	2916.90907
1142.428	2931.2351
1148.337	2922.12485
1154.246	2922.15962
1160.154	2925.88021
1166.063	2919.8299
1171.971	2940.95388
1177.88	2915.51819
1183.788	2925.51511
1189.696	2922.12485
1195.604	2916.26579
1201.512	2923.55049
1207.42	2907.24251
1213.327	2924.29809
1219.235	2934.34719
1225.142	2910.11118
1231.049	2915.95284
1236.957	2915.72682
1242.864	2939.47607
1248.77	2901.78335
1254.677	2926.69735
1260.584	2923.70697
1266.49	2913.25803
1272.397	2920.43841
1278.303	2915.55296
1284.209	2918.49118
1290.115	2922.73335
1296.021	2907.15558
1301.927	2923.93298
1307.833	2919.25617
1313.738	2918.78675
1319.644	2930.81783
1325.549	2911.48466
1331.454	2932.5912
1337.359	2939.3196
1343.264	2911.05002
1349.169	2921.15123
1355.074	2932.48689
1360.978	2917.69143
1366.883	2931.4785
1372.787	2941.35376
1378.692	2917.91745
1384.596	2922.78551
1390.5	2924.59365
1396.404	2924.26332
1402.307	2926.87121
1408.211	2919.76036
1414.115	2919.06492
1420.018	2935.00786
1425.921	2929.14878
1431.824	2913.60574
1437.728	2925.82805
1443.63	2918.7172
1449.533	2922.69858
1455.436	2929.9833
1461.339	2931.66975
1467.241	2926.22793
1473.143	2929.14878
1479.046	2921.41202
1484.948	2927.44495
1490.85	2935.66853
1496.751	2921.23816
1502.653	2933.13017
1508.555	2933.49528
1514.456	2928.19255
1520.358	2916.61351
1526.259	2933.2171
1532.16	2942.25784
1538.061	2918.10869
1543.962	2921.42941
1549.863	2925.54988
1555.763	2932.12178
1561.664	2930.07023
1567.564	2914.7706
1573.465	2936.43351
1579.365	2929.70513
1585.265	2920.90783
1591.165	2942.08398
1597.065	2938.01564
1602.964	2921.09908
1608.864	2922.21178
1614.763	2929.34002
1620.663	2930.6092
1626.562	2924.12423
1632.461	2937.84178
1638.36	2905.57347
1644.259	2942.79681
1650.158	2931.91315
1656.056	2930.17455
1661.955	2924.41979
1667.853	2921.23816
1673.751	2943.97906
1679.649	2928.14039
1685.547	2925.34125
1691.445	2926.12362
1697.343	2940.32799
1703.241	2945.89153
