953.279	18598.99631
959.192	16629.44149
965.105	15299.46026
971.017	14992.33814
976.929	15760.00871
982.842	17595.72678
988.754	20413.4299
994.666	24245.5848
1000.578	28814.5577
1006.49	34000.53455
1012.401	39506.93932
1018.313	44956.36881
1024.224	50064.12408
1030.136	54510.99937
1036.047	57786.73164
1041.958	59827.37316
1047.869	60371.35056
1053.78	59507.1364
1059.691	57301.72934
1065.601	53980.53049
1071.512	49915.59768
1077.422	45730.4441
1083.332	41483.84497
1089.242	37472.27481
1095.152	33984.6816
1101.062	31223.91848
1106.972	29370.26559
1112.882	28454.10276
1118.791	28416.89779
1124.701	28907.27659
1130.61	29193.65539
1136.519	28088.20751
1142.428	25583.47628
1148.337	23685.7536
1154.246	23582.31147
1160.154	24737.63643
1166.063	26085.56593
1171.971	27490.43853
1177.88	28648.41977
1183.788	29401.03441
1189.696	29693.68623
1195.604	29776.14495
1201.512	29871.21457
1207.42	30088.70838
1213.327	30476.73127
1219.235	30867.17642
1225.142	30898.42226
1231.049	29825.77026
1236.957	26707.24712
1242.864	22989.7055
1248.77	21271.57077
1254.677	21846.5816
1260.584	23304.15621
1266.49	24208.69009
1272.397	24205.16976
1278.303	23426.64753
1284.209	22202.0936
1290.115	20657.59042
1296.021	18946.44118
1301.927	17210.66092
1307.833	15438.54545
1313.738	13772.09934
1319.644	12214.45606
1325.549	10807.37963
1331.454	9696.41944
1337.359	8866.18306
1343.264	8301.99496
1349.169	8043.28902
1355.074	7938.8885
1360.978	7877.89965
1366.883	7876.94262
1372.787	7897.47536
1378.692	7956.86303
1384.596	8110.50369
1390.5	8275.20162
1396.404	8423.32692
1402.307	8585.23811
1408.211	8737.08303
1414.115	8867.62674
1420.018	9002.77037
1425.921	9080.0255
1431.824	9107.2605
1437.728	9147.1209
1443.63	9121.90391
1449.533	9087.05168
1455.436	9050.32042
1461.339	9008.47505
1467.241	8930.50369
1473.143	8846.07589
1479.046	8748.82449
1484.948	8637.77363
1490.85	8517.93165
1496.751	8354.78049
1502.653	8175.57673
1508.555	7942.59477
1514.456	7658.83606
1520.358	7301.39282
1526.259	6949.65671
1532.16	6563.66249
1538.061	6148.39974
1543.962	5807.42838
1549.863	5523.83169
1555.763	5307.48745
1561.664	5165.52079
1567.564	5078.21033
1573.465	5083.84769
1579.365	5100.86421
1585.265	5151.94907
1591.165	5248.06577
1597.065	5332.40482
1602.964	5408.82833
1608.864	5493.65801
1614.763	5578.90699
1620.663	5637.04566
1626.562	5660.55539
1632.461	5693.96689
1638.36	5649.85331
1644.259	5649.7663
1650.158	5571.98122
1656.056	5464.66782
1661.955	5340.21763
1667.853	5206.28845
1673.751	5085.39622
1679.649	4918.57617
1685.547	4772.64183
1691.445	4636.31749
1697.343	4515.39497
1703.241	4405.15833
