wavelength_nm,dark_mean,water_mean_raw,water_corr,corr_2pct,trans_2pct,norm_2pct,corr_4pct,trans_4pct,norm_4pct,corr_6pct,trans_6pct,norm_6pct,corr_8pct,trans_8pct,norm_8pct,corr_10pct,trans_10pct,norm_10pct,corr_12pct,trans_12pct,norm_12pct,corr_14pct,trans_14pct,norm_14pct,corr_16pct,trans_16pct,norm_16pct,corr_18pct,trans_18pct,norm_18pct,corr_20pct,trans_20pct,norm_20pct
1012.401,2943.54441,39310.23918,36366.694769999995,36768.63172,1.0110523365552475,0.00779338258620793,35113.609099999994,0.9655430421179296,0.007818003382503335,36410.41783,1.0012022830305731,0.007790276022747537,36161.25691,0.994350933971336,0.007792660558256991,37607.35308,1.0341152342231403,0.007708696454903274,36462.990809999996,1.0026479183937123,0.0077897217868774455,37451.09061,1.0298183776903078,0.00775634326382255,36886.93494,1.014305401502398,0.007757591807987255,37431.61941,1.0292829647218447,0.0077332552504678406,37861.545009999994,1.0411049244220332,0.00772198516537057
1018.313,2925.86283,44947.47614,42021.61331,42478.949590000004,1.0108833584428605,0.007793021011962543,40555.92944,0.9651207139719405,0.007815731592203619,42032.724890000005,1.0002644253545916,0.007780995964566048,41719.45272,0.9928094005394102,0.007781028670498177,43321.31336,1.030929322975106,0.0076843120916448154,41993.007000000005,0.9993192476978701,0.007762191947702446,43132.604830000004,1.0264385736883552,0.007728229383265916,42442.9894,1.0100276038164322,0.007723304403040447,43060.68479,1.0247270725265736,0.00769660130594188,43545.80328,1.0362715719350377,0.007683647993195893
1024.224,2917.67405,50329.47451,47411.80046,47924.52083,1.0108141931971677,0.007792917646003523,45738.32148,0.9647033235657889,0.007813177423317942,47353.2073,0.9987641650510736,0.007772072372110096,46992.974709999995,0.9911662129272363,0.007770407026142705,48736.894009999996,1.0279486021864523,0.007663715752606102,47206.82584,0.9956767172304934,0.007737865650756383,48505.64309,1.0230711050706214,0.0077040481441989425,47676.40935,1.0055810765976552,0.007692961990489809,48361.67239,1.020034504506982,0.007664585171134015,48913.8732,1.0316814110712218,0.0076504761721197054
1030.136,2937.37236,55117.77404,52180.401679999995,52746.83343,1.0108552585216513,0.007793344182859032,50318.35566,0.9643152225730434,0.007811055227868271,52066.88065,0.9978244508216673,0.007764309730747693,51654.270189999996,0.9899170670776638,0.007760971029156907,53494.35345,1.0251809439501427,0.007646276830990748,51815.42119,0.9930054104941878,0.007716269729625972,53226.58575,1.0200493678913358,0.007683655354986593,52302.20818,1.0023343342726068,0.007666184532105242,53030.30057,1.0162877030961177,0.007636617630859684,53613.114799999996,1.0274569201054875,0.0076219895814477
1036.047,2928.83583,58720.56755,55791.731719999996,56398.78314,1.0108806699717907,0.007793364380328398,53833.962490000005,0.9649093302960127,0.007809543106616759,55617.76513,0.9968818571383825,0.007757433746205428,55176.47061999999,0.9889721813424291,0.007752381011377574,57084.16456999999,1.0231653116000465,0.007631371642004158,55261.82561,0.9905020673554387,0.007697475281872763,56772.79481000001,1.0175843814084071,0.007666136237923911,55743.96294,0.999143801804903,0.007643164997357738,56514.46647,1.0129541551717227,0.0076124674170699996,57142.556110000005,1.0242119100511047,0.007597673838798548
1041.958,2938.88494,61099.33343,58160.448489999995,58797.2853,1.0109496543877152,0.007793641821235819,56079.874970000004,0.9642270035046632,0.007809397160614935,57939.70995999999,0.9962046625201325,0.007751485783912453,57465.20417,0.9880460976823531,0.00774550436985791,59436.25779,1.021936029262556,0.007619274818577275,57491.70289,0.9885017117755724,0.007681925806115287,59091.46415,1.016007711153742,0.00765160123730828,57966.89212999999,0.9966720277263116,0.007624041621054768,58768.659369999994,1.0104574654389842,0.00759229278317835,59430.44623,1.0218361063742205,0.007576972605511321
1047.869,2925.88021,61985.08665,59059.206439999994,59729.66057,1.0113522373633845,0.007794114069518487,56927.41706,0.9639041987100564,0.007810030206706783,58803.75919,0.9956747260012795,0.007746909077989578,58314.19298,0.9873853120468715,0.0077406865696565885,60307.787469999996,1.0211411751911783,0.00761060798521291,58282.1164,0.9868421862256231,0.007670077315622964,59939.74668,1.0149094492303172,0.0076401245674986495,58742.97257,0.9946454771565333,0.0076093816225190685,59559.310979999995,1.0084678506560711,0.007576650333554519,60233.02104,1.019875217950863,0.007560824597475124
1053.78,2918.57811,61401.36299,58482.78488,59130.228899999995,1.0110706769749163,0.007795257539541971,56391.194899999995,0.9642358005985572,0.0078112823603305745,58191.238699999994,0.9950148376039509,0.0077435923864292875,57703.66106,0.9866777236822994,0.0077375489786904485,59658.89518,1.0201103675622363,0.007607141407910112,57646.7177,0.9857040463836407,0.007661690208371751,59273.52228,1.013520857490328,0.007633406547498994,58086.15769,0.9932180522727528,0.007599099942728637,58878.10043,1.0067595199307136,0.007566318028429541,59542.93969,1.0181276389654719,0.007550861537554824
1059.691,2942.65772,59336.55247,56393.89475,57021.85713,1.0111352901370587,0.007796814913198205,54419.80065999999,0.9649945424278396,0.007813039060520343,56106.96673,0.9949120729952776,0.007742100033855398,55641.97797,0.9866666988805557,0.00773622385887625,57497.13907999999,1.0195631873785413,0.007607401114713523,55564.95157999999,0.985300834892238,0.007657570233382878,57122.33973,1.0129170893982278,0.007631010225468118,55971.46963,0.9925093820550495,0.00759396378331802,56727.26223,1.0059114108269673,0.007561266318095533,57336.227459999995,1.0167098355979394,0.007546510216480497
1065.601,2928.17516,56152.03665,53223.86149,53822.25847,1.0112430207663987,0.007798449460018305,51374.36409,0.9652505972279465,0.007816257622817055,52938.88794,0.994645755831648,0.007742209196219035,52524.63906,0.9868626136769243,0.007737012611914488,54277.974650000004,1.0198052739972288,0.007611225021523908,52425.23085,0.9849948760266097,0.007657546248978618,53883.55508,1.0123946961293657,0.007632506470261178,52806.13886,0.9921515910663775,0.0075940275134937976,53513.70465,1.0054457371540855,0.0075613903796701975,54097.918020000005,1.016422268237043,0.0075473076619976265
