wavelength_nm,dark_mean,dark_std,water_mean_raw,water_std_raw,water_corr,std_T_mean_2pct,std_T_std_2pct,std_A_mean_2pct,std_A_std_2pct,std_T_mean_4pct,std_T_std_4pct,std_A_mean_4pct,std_A_std_4pct,std_T_mean_6pct,std_T_std_6pct,std_A_mean_6pct,std_A_std_6pct,std_T_mean_8pct,std_T_std_8pct,std_A_mean_8pct,std_A_std_8pct,std_T_mean_10pct,std_T_std_10pct,std_A_mean_10pct,std_A_std_10pct,std_T_mean_12pct,std_T_std_12pct,std_A_mean_12pct,std_A_std_12pct,std_T_mean_14pct,std_T_std_14pct,std_A_mean_14pct,std_A_std_14pct,std_T_mean_16pct,std_T_std_16pct,std_A_mean_16pct,std_A_std_16pct,std_T_mean_18pct,std_T_std_18pct,std_A_mean_18pct,std_A_std_18pct,std_T_mean_20pct,std_T_std_20pct,std_A_mean_20pct,std_A_std_20pct,creme_soda_flat_T_mean,creme_soda_flat_T_std,creme_soda_flat_A_mean,creme_soda_flat_A_std,sprite_flat_T_mean,sprite_flat_T_std,sprite_flat_A_mean,sprite_flat_A_std,tonic_flat_T_mean,tonic_flat_T_std,tonic_flat_A_mean,tonic_flat_A_std
1012.401,2943.54441,0.0,39310.23918,0.0,36366.694769999995,1.0110523365552475,0.0,0.001026133499148543,0.0,0.9655430421179296,0.0,-0.0003361550080995118,0.0,1.0012022830305731,0.0,0.0013188442409307842,0.0,0.994350933971336,0.0,0.0010826819516565383,0.0,1.0341152342231403,0.0,0.005798821034961637,0.0,1.0026479183937123,0.0,0.0014059309177291096,0.0,1.0298183776903078,0.0,0.0033984736733201626,0.0,1.014305401502398,0.0,0.0032704082654315637,0.0,1.0292829647218447,0.0,0.0046604220990313135,0.0,1.0411049244220332,0.0,0.005325601421764064,0.0,0.9663300443511821,0.0,-0.0020979199717210337,0.0,1.066274709187711,0.0,-0.0015451074222033838,0.0,1.00540879893661,0.0,-0.006449493724935432,0.0
1018.313,2925.86283,0.0,44947.47614,0.0,42021.61331,1.0108833584428605,0.0,0.0010987236038927355,0.0,0.9651207139719405,0.0,-0.00014615321653695286,0.0,1.0002644253545916,0.0,0.001725852203235646,0.0,0.9928094005394102,0.0,0.001756487266529084,0.0,1.030929322975106,0.0,0.007138864539386662,0.0,0.9993192476978701,0.0,0.0028501350704654986,0.0,1.0264385736883552,0.0,0.004826146950079232,0.0,1.0100276038164322,0.0,0.005105903404078889,0.0,1.0247270725265736,0.0,0.0065869969934170495,0.0,1.0362715719350377,0.0,0.007346517808957507,0.0,0.9628224790306129,0.0,-0.0005186586911547879,0.0,1.060572253407374,0.0,0.0007837399811801739,0.0,1.000211621337201,0.0,-0.004198708299980699,0.0
1024.224,2917.67405,0.0,50329.47451,0.0,47411.80046,1.0108141931971677,0.0,0.0011284393094207054,0.0,0.9647033235657889,0.0,4.1708836677839534e-05,0.0,0.9987641650510736,0.0,0.002377723713919662,0.0,0.9911662129272363,0.0,0.002475878645162414,0.0,1.0279486021864523,0.0,0.008396356767748832,0.0,0.9956767172304934,0.0,0.004436035661581628,0.0,1.0230711050706214,0.0,0.006253292544830548,0.0,1.0055810765976552,0.0,0.0070220544766387534,0.0,1.020034504506982,0.0,0.008580344283889482,0.0,1.0316814110712218,0.0,0.0092744966600197,0.0,0.9582423253116004,0.0,0.0015522128909930578,0.0,1.05457944192993,0.0,0.003244700039715411,0.0,0.9944032829923034,0.0,-0.0016693614902685712,0.0
1030.136,2937.37236,0.0,55117.77404,0.0,52180.401679999995,1.0108552585216513,0.0,0.0011107960257394234,0.0,0.9643152225730434,0.0,0.00021646104129725147,0.0,0.9978244508216673,0.0,0.0027865337524902592,0.0,0.9899170670776638,0.0,0.00302355599616714,0.0,1.0251809439501427,0.0,0.009567232156636865,0.0,0.9930054104941878,0.0,0.005602772624348686,0.0,1.0200493678913358,0.0,0.007537920403977048,0.0,1.0023343342726068,0.0,0.00842653944368092,0.0,1.0162877030961177,0.0,0.010178536365466331,0.0,1.0274569201054875,0.0,0.011056480571965888,0.0,0.9537103795250049,0.0,0.003611053288562229,0.0,1.0478680038785013,0.0,0.006017421343923957,0.0,0.9883715983307088,0.0,0.0009729308548859488,0.0
1036.047,2928.83583,0.0,58720.56755,0.0,55791.731719999996,1.0108806699717907,0.0,0.0010998786231075867,0.0,0.9649093302960127,0.0,-5.10222991094017e-05,0.0,0.9968818571383825,0.0,0.0031969834153446584,0.0,0.9889721813424291,0.0,0.003438292386649843,0.0,1.0231653116000465,0.0,0.01042194926061029,0.0,0.9905020673554387,0.0,0.006699001099260662,0.0,1.0175843814084071,0.0,0.008588678961633955,0.0,0.999143801804903,0.0,0.009811147942535042,0.0,1.0129541551717227,0.0,0.011605416818520047,0.0,1.0242119100511047,0.0,0.012430280392663416,0.0,0.9506127500428124,0.0,0.005023927560494093,0.0,1.0435309479581791,0.0,0.007818667492890782,0.0,0.9832621092550666,0.0,0.0032238843356846214,0.0
1041.958,2938.88494,0.0,61099.33343,0.0,58160.448489999995,1.0109496543877152,0.0,0.0010702425544187356,0.0,0.9642270035046632,0.0,0.00025619369957646104,0.0,0.9962046625201325,0.0,0.0034921054728140584,0.0,0.9880460976823531,0.0,0.003845160706518684,0.0,1.021936029262556,0.0,0.010944046224220705,0.0,0.9885017117755724,0.0,0.007576961712782528,0.0,1.016007711153742,0.0,0.009262107355742847,0.0,0.9966720277263116,0.0,0.01088687685078788,0.0,1.0104574654389842,0.0,0.012677170200970114,0.0,1.0218361063742205,0.0,0.013438857789089353,0.0,0.9464915967672587,0.0,0.006910799987988461,0.0,1.0403122164782332,0.0,0.009160302464299493,0.0,0.9781301502477462,0.0,0.00549654198847313,0.0
1047.869,2925.88021,0.0,61985.08665,0.0,59059.206439999994,1.0113522373633845,0.0,0.0008973311133879591,0.0,0.9639041987100564,0.0,0.00040161154477125205,0.0,0.9956747260012795,0.0,0.003723192267178488,0.0,0.9873853120468715,0.0,0.00413570540931177,0.0,1.0211411751911783,0.0,0.011281968603053383,0.0,0.9868421862256231,0.0,0.008306680683957277,0.0,1.0149094492303172,0.0,0.009731815474641786,0.0,0.9946454771565333,0.0,0.01177083436277808,0.0,1.0084678506560711,0.0,0.013533149363911704,0.0,1.019875217950863,0.0,0.014273063167278164,0.0,0.9424690046681907,0.0,0.008760486202778583,0.0,1.035399813441855,0.0,0.011215918545769282,0.0,0.9726759604933154,0.0,0.007925005455533686,0.0
1053.78,2918.57811,0.0,61401.36299,0.0,58482.78488,1.0110706769749163,0.0,0.0010182554986462485,0.0,0.9642358005985572,0.0,0.0002522314459858302,0.0,0.9950148376039509,0.0,0.00401111852687094,0.0,0.9866777236822994,0.0,0.004447044743255495,0.0,1.0201103675622363,0.0,0.011720595684362204,0.0,0.9857040463836407,0.0,0.00880784805807328,0.0,1.013520857490328,0.0,0.010326420891943135,0.0,0.9932180522727528,0.0,0.012394542024525196,0.0,1.0067595199307136,0.0,0.014269462095502262,0.0,1.0181276389654719,0.0,0.015017874778794491,0.0,0.9392313010180305,0.0,0.010255004976767373,0.0,1.0308992453712302,0.0,0.013107779223951399,0.0,0.9676105268603961,0.0,0.010192603449345314,0.0
1059.691,2942.65772,0.0,59336.55247,0.0,56393.89475,1.0111352901370587,0.0,0.0009905024999480845,0.0,0.9649945424278396,0.0,-8.937359648821322e-05,0.0,0.9949120729952776,0.0,0.004055974548751666,0.0,0.9866666988805557,0.0,0.004451897429392486,0.0,1.0195631873785413,0.0,0.01195361075631883,0.0,0.985300834892238,0.0,0.008985536636993124,0.0,1.0129170893982278,0.0,0.010585213083344834,0.0,0.9925093820550495,0.0,0.01270452573405515,0.0,1.0059114108269673,0.0,0.014635472375653772,0.0,1.0167098355979394,0.0,0.015623077195483283,0.0,0.9369605634482269,0.0,0.01130625063730821,0.0,1.0265485589643548,0.0,0.0149445032577979,0.0,0.9639176698289667,0.0,0.011853246444946433,0.0
1065.601,2928.17516,0.0,56152.03665,0.0,53223.86149,1.0112430207663987,0.0,0.0009442333942655985,0.0,0.9652505972279465,0.0,-0.00020459542517614442,0.0,0.994645755831648,0.0,0.00417224166460568,0.0,0.9868626136769243,0.0,0.004365671484103313,0.0,1.0198052739972288,0.0,0.011850503460973614,0.0,0.9849948760266097,0.0,0.009120416134891231,0.0,1.0123946961293657,0.0,0.010809250212543978,0.0,0.9921515910663775,0.0,0.0128611133385304,0.0,1.0054457371540855,0.0,0.014836569938378254,0.0,1.016422268237043,0.0,0.015745930913261916,0.0,0.933146462124539,0.0,0.013077748666421675,0.0,1.0224447679397415,0.0,0.01668414404291174,0.0,0.9592005145961083,0.0,0.013983784872689935,0.0
1071.512,2910.87616,0.0,52125.41303,0.0,49214.53687,1.0118935925689225,0.0,0.0006649247684474011,0.0,0.965397719895276,0.0,-0.0002707851730873387,0.0,0.9948398821537056,0.0,0.004087488109094022,0.0,0.9871143493298508,0.0,0.004254902809893034,0.0,1.0219237592918955,0.0,0.010949260652901997,0.0,0.9854441310320106,0.0,0.008922380090644406,0.0,1.0137997911428887,0.0,0.010206914047310287,0.0,0.992915665529456,0.0,0.01252678377023659,0.0,1.0066513865784144,0.0,0.014316111011634158,0.0,1.018042275646025,0.0,0.015054289046924477,0.0,0.9314332850695379,0.0,0.013875808982154281,0.0,1.0206408052296276,0.0,0.017451073499463104,0.0,0.9550983207291532,0.0,0.015845106474408052,0.0
1077.422,2935.99886,0.0,47863.30064,0.0,44927.30178,1.0122948514180723,0.0,0.0004927426706779108,0.0,0.9664280123612622,0.0,-0.0007340261038573815,0.0,0.9955389439815141,0.0,0.003782421854546373,0.0,0.9877884907781346,0.0,0.003958406277063499,0.0,1.0234093312603114,0.0,0.01031838461145287,0.0,0.9867877614171736,0.0,0.008330632888394075,0.0,1.0153551533848646,0.0,0.0095411340651925,0.0,0.9944387550531417,0.0,0.011861105320296947,0.0,1.008242730262623,0.0,0.013630107793117754,0.0,1.0201001069332414,0.0,0.014177309024282369,0.0,0.9301674693182521,0.0,0.014466415619283073,0.0,1.018942283784753,0.0,0.01817441609374495,0.0,0.9525264937911435,0.0,0.017016123873423168,0.0
