concentration_percent,ratio_mean,ratio_std,predicted_concentration_percent,residual_percent
2.0,1.0117602730492732,0.0,2.7001533886006257,0.7001533886006257
4.0,1.0166165009692054,0.0,3.570043390150971,-0.42995660984902884
6.0,1.030335468933554,0.0,6.0275048727130525,0.027504872713052464
8.0,1.040117654222711,0.0,7.779775424394501,-0.22022457560549924
12.0,1.062485890124309,0.0,11.786569397810553,-0.21343060218944743
14.0,1.0743073333486954,0.0,13.904129659465667,-0.09587034053433285
16.0,1.0858437356247213,0.0,15.970630894423635,-0.029369105576364518
18.0,1.0967204814245726,0.0,17.91896869419216,-0.08103130580784068
20.0,1.1102484923264757,0.0,20.342224278249176,0.34222427824917645
